hit_id,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,condition,facts_json,semantic_distance,distance_bucket
129,1467,What was the primary economic activity that led to temporary human settlement on the islands during the 19th century?,Whaling operations,Mining for precious metals,Sealing for elephant seal oil,Scientific research expeditions,C,without_facts,,350,201-350
130,2161,"According to the Pauli exclusion principle, why can an orbital hold a maximum of only two electrons?",Because orbitals are too small to fit more than two electrons,Because electrons repel each other due to their negative charge,Because no two electrons can have identical values for all four quantum numbers,Because the energy levels become too high with more electrons,C,with_facts,"""\u2022 **Electron configuration describes the distribution of electrons in atomic or molecular orbitals**, with notation like 1s\u00b2 2s\u00b2 2p\u2076 for neon, where superscripts indicate the number of electrons in each subshell.\n\n\u2022 **Electron shells are defined by the principal quantum number (n) and can accommodate 2n\u00b2 electrons maximum** - the first shell holds 2 electrons, second shell holds 8, third shell holds 18, etc.\n\n\u2022 **Subshells are defined by the azimuthal quantum number (l) and correspond to s, p, d, and f orbitals** (l = 0, 1, 2, 3 respectively), with maximum capacities of 2, 6, 10, and 14 electrons.\n\n\u2022 **The Pauli exclusion principle governs electron placement**, stating that no two electrons in the same atom can have identical values for all four quantum numbers, which explains why orbitals hold maximum two electrons with opposite spins.\n\n\u2022 **Electrons can move between configurations by absorbing or emitting photons**, as each electron configuration has an associated energy level according to quantum mechanics.\n\n\u2022 **Condensed notation uses noble gas cores in brackets** (like [Ne] 3s\u00b2 3p\u00b3 for phosphorus) to abbreviate lengthy electron configurations by representing inner electrons as the preceding noble gas configuration.\n\n\u2022 **Electron configuration knowledge is fundamental for understanding the periodic table structure, chemical bonding, molecular geometry, and properties of materials** like semiconductors and lasers.\n\n\u2022 **The orbital letters (s, p, d, f) originated from obsolete spectral line classifications** - \""sharp,\"" \""principal,\"" \""diffuse,\"" and \""fundamental\"" - based on observed fine structure in atomic spectra.""",25,6-25
131,2000,What distinguishes material properties as intensive properties?,They change significantly with temperature variations,They do not depend on the amount of material present,They can only be measured in laboratory conditions,They are always the same regardless of material type,B,without_facts,,350,201-350
132,3930,What caused Prince Napoléon-Jérôme Bonaparte to lose his position as heir presumptive to Napoleon III?,He was banished from France for his liberal views,Napoleon III had his own son who became the new heir,He died in the Crimean War,He renounced his claim to marry Princess Maria Clotilde,B,with_facts,"""\u2022 Prince Napol\u00e9on-J\u00e9r\u00f4me Bonaparte (1822-1891) was the second son of J\u00e9r\u00f4me, King of Westphalia and youngest brother of Napoleon I\n\n\u2022 He served as heir presumptive to Napoleon III until the Emperor had his own son, and later claimed headship of the House of Bonaparte after his cousin Louis-Napol\u00e9on, Prince Imperial died in 1879\n\n\u2022 Known by the nickname \""Plon-Plon,\"" he was an outspoken liberal and anti-clerical politician who often clashed with the conservative Empress Eug\u00e9nie at court\n\n\u2022 He held several important government positions including Minister to Spain, Governor of Algeria, and corps commander in the Crimean War and Italian campaigns\n\n\u2022 In 1859, he married Princess Maria Clotilde of Savoy as part of Napoleon III's alliance policy with Piedmont-Sardinia\n\n\u2022 Despite being genealogically senior, he was excluded from succession in the Prince Imperial's 1879 will, which instead named his own son Victor as heir, leading to a bitter family feud\n\n\u2022 He was banished from France in 1886 under laws exiling former ruling dynasty heads and spent his final years in Switzerland, dying in Rome in 1891\n\n\u2022 He was a supporter of General Georges Boulanger in the 1880s alongside other monarchist forces seeking to restore the monarchy in France""",5,1-5
133,2086,"During the final 20 milliseconds of the GW150914 merger, what remarkable energy characteristic was observed?",The power output was equivalent to a single supermassive black hole,Approximately 30 solar masses were converted to gravitational waves,The power output exceeded that of all stars in the observable universe combined,The energy release lasted for exactly 12 years,C,without_facts,,5,1-5
134,1673,What restriction exists regarding climbing Kangchenjunga?,Climbing is only allowed during certain months of the year,All climbers must be accompanied by local guides,The Indian side of the mountain is completely off-limits to climbers,"Only experienced climbers who have summited other 8,000m peaks are permitted",C,with_facts,"""\u2022 Kangchenjunga is the third-highest mountain in the world at 8,586 m (28,169 ft), located on the border between Nepal and India in the Himalayas.\n\n\u2022 Until 1852, it was assumed to be the world's highest mountain, but the Great Trigonometrical Survey of India determined in 1849 that Mount Everest was higher, officially announcing Kangchenjunga as third-highest in 1856.\n\n\u2022 The mountain was first climbed on May 25, 1955, by British climbers Joe Brown and George Band, who stopped just short of the true summit to honor a promise that the peak would remain inviolate due to its sacred status.\n\n\u2022 The name \""Kangchenjunga\"" means \""the five treasures of the high snow\"" in Tibetan, referring to five sacred treasures (salt, gold, turquoise, scriptures, and medicine) that local people believe are hidden in the mountain.\n\n\u2022 The mountain is considered sacred in both Nepal and Sikkim, and the Indian side is completely off-limits to climbers.\n\n\u2022 The Kangchenjunga massif encompasses 16 peaks over 7,000 m and features four main glaciers that drain into major river systems including the Ganges basin.\n\n\u2022 The adjoining Khangchendzonga National Park was declared a UNESCO World Heritage Site in 2016, recognizing its cultural and natural significance.""",100,51-100
135,3600,What is the most precise current estimate for the age of the universe?,13.787 billion years,13.8 billion years,14.2 billion years,13.5 billion years,A,without_facts,,500,351-600
136,4904,"How many major dinosaur families are preserved in the Hell Creek Formation, and what does this diversity represent?","6 families, representing only large-bodied dinosaur groups","12 families, representing primarily marine-adapted dinosaurs","9 families, representing both herbivorous and carnivorous dinosaur groups","15 families, representing the peak of dinosaur diversity before extinction",C,with_facts,"""\u2022 The Hell Creek Formation dates to the Maastrichtian-Danian period and contains fossils that span the K-T extinction event, with some insect species found in amber going extinct during this mass extinction.\n\n\u2022 Ceratopsidae dinosaurs (including Triceratops) dominated the Hell Creek ecosystem, comprising 61% of the most common dinosaur families, followed by Hadrosauridae at 23%.\n\n\u2022 Recent Hell Creek Project studies revealed unexpectedly high Tyrannosaurus abundance - comprising 24% of dinosaur remains and ranking as the second most common dinosaur after Triceratops (40%), even more common than the hadrosaur Edmontosaurus (20%).\n\n\u2022 The formation preserves a diverse dinosaur fauna including at least 9 major families: Ceratopsidae, Hadrosauridae, Ornithomimidae, Tyrannosauridae, Hypsilophodontidae, Dromaeosauridae, Pachycephalosauridae, Ankylosauridae, and Troodontidae.\n\n\u2022 Dinosaur footprints are extremely rare in the Hell Creek Formation, with only one possible Tyrannosaurus rex footprint discovered as of 2017 and one mid-sized theropod trackway named Wakinyantanka styxi.\n\n\u2022 Ceratopsid remains (primarily Triceratops) are exceptionally abundant, with ceratopsid teeth and bones making up 8.31% of all vertebrate remains in the formation.\n\n\u2022 The formation contains a complete ecosystem including invertebrates (insects preserved in amber, molluscs), fish (both bony and cartilaginous), amphibians, and diverse dinosaur groups spanning herbivores and carnivores.""",1,1-5
137,4582,Which volcanic eruption ejected the largest volume of tephra according to the provided facts?,Mount Tambora (1815),Mount Pinatubo (1991),"Lake Toba eruption (73,000 years ago)","Novarupta, Alaska (1912)",C,without_facts,,1,1-5
138,4777,What is the minimum surface area requirement for a water body to be classified as a main lake in the Lake District National Park?,0.01 km²,0.1 km²,1.0 km²,4.0 km²,B,with_facts,"""\u2022 Only one body of water in the Lake District is traditionally named a \""lake\"" - Bassenthwaite Lake - while larger bodies are typically called \""mere\"" or \""water\"" and smaller ones are called \""tarn\""\n\n\u2022 The Lake District National Park in Cumbria, England contains numerous lakes, tarns, and reservoirs, with the main lakes defined as those having a surface area of at least 0.1 km\u00b2\n\n\u2022 Major lakes are categorized by volume, with those over 4 million m\u00b3 considered the largest water bodies in the region\n\n\u2022 The term \""Lake Windermere\"" is deprecated by purists, as the proper name is simply \""Windermere\""\n\n\u2022 The district includes both natural water bodies and artificial reservoirs, such as Haweswater Reservoir, Thirlmere, and various smaller reservoirs\n\n\u2022 Some former water bodies no longer exist, including Baystone Bank Reservoir (removed in 2011) and Keppel Cove Tarn (dam destroyed by flood in 1931)\n\n\u2022 The water bodies are distributed throughout the Lake District's various fells and valleys, from well-known lakes like Windermere and Ullswater to small mountain tarns located near peaks and ridges""",500,351-600
139,3037,Which of the following best describes the typical background of Supreme Court law clerks?,Experienced attorneys with at least 10 years of practice,Recent law school graduates who typically graduated at the top of their class,Former judges from lower courts,Political appointees selected by the President,B,without_facts,,25,6-25
140,4764,What is the current scientific consensus regarding the inclusion of Mekosuchinae in Crocodyloidea?,It is universally accepted that Mekosuchinae belongs in Crocodyloidea,Mekosuchinae is definitively excluded from Crocodyloidea,The classification of Mekosuchinae within Crocodyloidea remains disputed among scientists,Mekosuchinae has been reclassified into Alligatoroidea,C,with_facts,"""\u2022 Crocodyloidea is one of three superfamilies of crocodilians, alongside Alligatoroidea and Gavialoidea, and encompasses all crocodiles.\n\n\u2022 The superfamily is defined cladistically as including the Nile crocodile and all crocodilians more closely related to it than to the American alligator or gharial.\n\n\u2022 Crocodyloidea is a stem-based group that includes more extinct crocodile ancestors than the crown group Crocodylidae, making it primarily useful in paleontological contexts.\n\n\u2022 When considering only living species, Crocodyloidea and Crocodylidae are synonymous, so only Crocodylidae is used in modern taxonomy.\n\n\u2022 Traditional classification grouped crocodiles and alligators together in the clade Brevirostres, but recent DNA sequencing studies have shown crocodiles are actually more closely related to gharials.\n\n\u2022 The new molecular evidence led to the creation of the clade Longirostres in 2003, grouping crocodiles and gharials together instead of crocodiles and alligators.\n\n\u2022 Recent studies combining morphological, molecular, and fossil age data have refined understanding of crocodilian relationships, with 2021 research even extracting DNA from the extinct Voay species.\n\n\u2022 The superfamily may include the extinct Mekosuchinae from Australasia (Eocene to Holocene periods), though this classification remains disputed among scientists.""",100,51-100
141,2872,Why are disabled people particularly vulnerable to climate change impacts according to the facts?,They consume more energy than average,They are not interested in climate issues,They have limited mobility and reduced access to emergency resources,They live primarily in coastal areas,C,without_facts,,750,601-1000
142,4589,What do the historical examples of the 2018 Sunda Strait tsunami and 1888 Ritter Island collapse demonstrate about landslide-generated tsunamis?,They only occur in volcanic island chains,They are becoming more frequent due to climate change,They do occur but are relatively rare events,They always generate megatsunamis that cross ocean basins,C,with_facts,"""\u2022 The Cumbre Vieja tsunami hazard refers to the theoretical risk that a volcanic eruption on La Palma (Canary Islands, Spain) could trigger a massive landslide, potentially causing a megatsunami across the Atlantic Ocean.\n\n\u2022 A 2001 study by Ward and Day proposed that a fracture formed during a 1949 eruption could lead to a giant collapse, potentially generating tsunamis that could impact areas as far as North America.\n\n\u2022 Later research suggests the tsunami threat may be overstated, as waves would likely decay quickly with distance from the source and be reduced by interactions with continental shelves.\n\n\u2022 Evidence indicates that most Canary Islands collapses occur as multi-stage events over hours or days rather than single catastrophic failures, which are less effective at generating large tsunamis.\n\n\u2022 The recurrence rate of major volcanic collapses in the Canary Islands is extremely low\u2014approximately once every 100,000 years or less.\n\n\u2022 About 14 major landslide events have been recorded in the Canary Islands, particularly at El Hierro, La Palma, and Tenerife, with volumes typically ranging from 50-200 cubic kilometers.\n\n\u2022 Recent eruptions, including the 2021 La Palma event, did not result in any collapse, and the most recent major collapse in the Canary Islands occurred between 39,000-87,000 years ago at El Hierro.\n\n\u2022 Historical examples of landslide-generated tsunamis include the 2018 Sunda Strait tsunami (437+ fatalities) and the 1888 Ritter Island collapse (3,000 deaths), demonstrating that such events do occur but are relatively rare.""",25,6-25
143,2656,Which combination represents the three main components of document retrieval systems?,"User queries, relevance algorithms, and search results","Form-based indexing, content-based indexing, and Boolean systems","Database of documents, classification algorithm for indexing, and user interface","Inverted index, PageRank algorithm, and semantic connections",C,without_facts,,5,1-5
144,1621,What role did Numidian cavalry play in ancient warfare?,They were primarily used for reconnaissance and avoided major battles,They served only as ceremonial guards for Roman generals,They were decisive in major battles including Cannae and Zama,They were ineffective and rarely used by military commanders,C,with_facts,"""\u2022 Ancient Libya referred to all of North Africa west of the Nile River (modern-day Libya, Tunisia, Algeria, and Morocco), much larger than the current country of Libya which only represents the eastern portion of this historical territory.\n\n\u2022 The region was linguistically and ethnically homogeneous, inhabited by Berber peoples who spoke Berber languages across North Africa from the Nile to the Atlantic coast.\n\n\u2022 During Roman times, Ancient Libya was divided into four main administrative regions: Mauretania, Numidia, Africa Proconsularis, and Libya.\n\n\u2022 The Berbers (known collectively as Libyans to the Greco-Roman world) were renowned as exceptional warriors and cavalry, particularly the Numidian cavalry who played decisive roles in major battles like Cannae and Zama.\n\n\u2022 According to ancient sources, Libyans taught the Greeks how to ride four-horse chariots, demonstrating significant cultural exchange between the civilizations.\n\n\u2022 Ancient Egyptians referred to various Libyan tribes by names including Tehenu, Temehu, Rebu, and Meshwesh, showing long-standing recognition of distinct tribal groups in the region.\n\n\u2022 Greek mythology connected Libya to major deities, particularly claiming that the goddess Athena was of Libyan origin and born at Lake Tritonis in North Africa.\n\n\u2022 The term \""Libya\"" comes from the Greek \""Liby\u0113,\"" which derived from the Berber word \""Libu,\"" and the region had part of the Mediterranean Sea named after it (the Libyan Sea).""",100,51-100
145,5226,What is the minimum dimension required for a sphere to be classified as a hypersphere?,n ≥ 1,n ≥ 2,n ≥ 3,n ≥ 4,C,without_facts,,350,201-350
146,3387,How does Malaysia's monarchical system differ from most hereditary monarchies?,Malaysia has multiple monarchs ruling different regions simultaneously,Malaysia uses an elective system to choose its monarch,Malaysian monarchs serve fixed terms rather than ruling for life,Malaysia rotates between different royal titles each generation,B,with_facts,"""\u2022 A monarch is the head of a monarchy who typically rules for life or until abdication and usually inherits the throne by birth.\n\n\u2022 Monarchs can be autocrats with absolute power or ceremonial figureheads with limited authority, where actual power rests with legislatures and executive cabinets.\n\n\u2022 Most states have only one monarch at a time, though regents may rule when the monarch is incapacitated, and rare cases like Andorra feature two monarchs ruling simultaneously (coregencies).\n\n\u2022 Various royal titles exist including \""king/queen,\"" \""prince/princess,\"" \""grand duke/grand duchess,\"" and \""emperor/empress,\"" with different forms used in local languages.\n\n\u2022 While most monarchies are hereditary using succession rules like primogeniture or proximity of blood, some are elective systems like Malaysia's throne.\n\n\u2022 Many monarchical systems combine hereditary and elective elements, restricting succession choices to members of royal bloodlines.\n\n\u2022 The list covers current monarchs who serve as heads of state in sovereign nations, organized alphabetically by country.\n\n\u2022 Monarchs are often associated with state religions and typically come from royal families where they are born and raised within the monarchical system.""",1,1-5
147,4460,What makes categorization of academic research tools challenging according to the article?,The distinction between databases and search engines is unclear for these complex document retrieval systems,There are too many different types of academic disciplines to organize effectively,The tools change their names and features too frequently,Most tools serve multiple languages and international audiences,A,without_facts,,1,1-5
148,5410,What is the primary purpose of scientific notation when dealing with large numbers?,To make calculations more accurate,To provide a compact way to represent and compare large numbers,To convert between different numbering systems,To eliminate the need for mathematical operations,B,with_facts,"""\u2022 Large numbers are quantities far exceeding those in everyday life, appearing prominently in mathematics, cosmology, cryptography, and statistical mechanics, with googology being the field that studies their naming conventions and properties.\n\n\u2022 Scientific notation provides a compact way to represent large numbers using decimal fractions multiplied by powers of 10 (e.g., 1\u00d710\u2079 for one billion), making them easier to read and compare than lengthy strings of digits.\n\n\u2022 Natural language numbering systems use names like \""billion\"" or abbreviated suffixes like \""2.34B\"" to make large numbers more comprehensible than pure digit sequences.\n\n\u2022 Famous mathematical large numbers include the googol (10\u00b9\u2070\u2070), googolplex (10^googol), Graham's number, and Rayo's number, with some being so large they cannot be represented using standard exponential notation.\n\n\u2022 Real-world examples of large numbers include approximately 37.2 trillion cells in the human body (3.72\u00d710\u00b9\u00b3), Avogadro's constant at about 6.022\u00d710\u00b2\u00b3 particles per mole, and an estimated 10\u2078\u2070 atoms in the observable universe.\n\n\u2022 The universe itself provides astronomical large numbers, being approximately 13.8 billion years old (4.355\u00d710\u00b9\u2077 seconds) with an observable span of 93 billion light years.\n\n\u2022 Different number naming systems can produce varying values for the same named number, such as centillion being either 10\u00b3\u2070\u00b3 or 10\u2076\u2070\u2070 depending on the system used.""",250,201-350
149,2858,What type of license covers the content sourced from the OpenNet Initiative?,Public domain,GNU General Public License,Creative Commons Attribution 3.0 Unported license,Fair use doctrine,C,without_facts,,50,26-50
150,3906,"According to the conventional Egyptian chronology, which kingdoms began in the correct chronological order from earliest to latest?","Middle Kingdom (21st century BC), Old Kingdom (27th century BC), New Kingdom (mid-16th century BC)","New Kingdom (mid-16th century BC), Middle Kingdom (21st century BC), Old Kingdom (27th century BC)","Old Kingdom (27th century BC), New Kingdom (mid-16th century BC), Middle Kingdom (21st century BC)","Old Kingdom (27th century BC), Middle Kingdom (21st century BC), New Kingdom (mid-16th century BC)",D,with_facts,"""\u2022 The Conventional Egyptian chronology places the Old Kingdom beginning in the 27th century BC, Middle Kingdom in the 21st century BC, and New Kingdom in the mid-16th century BC, representing broad scholarly consensus.\n\n\u2022 Chronological disagreements exist even within scholarly consensus, with variations of about 300 years for the Early Dynastic Period, up to 30 years in the New Kingdom, and a few years in the Late Period.\n\n\u2022 Alternative chronologies outside mainstream scholarship propose much larger date adjustments, such as the \""New Chronology\"" lowering New Kingdom dates by 350 years and the \""Glasgow Chronology\"" lowering them by 500 years.\n\n\u2022 Egyptian chronology relies heavily on regnal years from ancient king lists, but these sources are either comprehensive with significant text gaps (Turin King List) or textually complete but incomplete in their ruler coverage (Abydos King List, Palermo Stone).\n\n\u2022 Some Egyptian dynasties likely overlapped geographically rather than ruling sequentially, with different pharaohs controlling different regions simultaneously, creating major interpretive challenges for chronologists.\n\n\u2022 Egyptologists use cattle censuses (Old Kingdom) and Sed festival celebrations (later periods) as indicators to estimate total reign lengths when direct records are incomplete or missing.\n\n\u2022 Chronological synchronisms with other ancient civilizations, particularly Assyrian and Babylonian chronologies, provide crucial fixed reference points for establishing precise dates in Egyptian history.\n\n\u2022 Early Egyptology was significantly hampered by biblical bias, where scholars tried to reconcile Manetho's chronological figures with Old Testament references to Egypt, though this influence has largely diminished in modern scholarship.""",100,51-100
151,3476,Which significant territorial loss occurred during William I's reign?,The loss of southern Italy to papal forces,The surrender of Mahdia and Sicily's African territories to the Almohads,The conquest of eastern Sicily by Byzantine forces,The occupation of Palermo by Holy Roman Empire troops,B,without_facts,,350,201-350
152,3390,What is the primary purpose of the 'List of monarchies' page?,To provide detailed biographical information about specific monarchs,To serve as a disambiguation page directing readers to various lists of monarchs,To analyze the political systems of current monarchies,To compare the powers of different types of monarchs,B,with_facts,"""\u2022 This is a disambiguation page that directs readers to various lists of monarchs rather than providing detailed information about specific monarchies\n\n\u2022 The page categorizes monarch lists into several types: current sovereign monarchs, constituent monarchs, monarchs by nickname, fictional monarchs, and longest-reigning monarchs\n\n\u2022 King lists are identified as an early form of historical periodization used to organize time periods\n\n\u2022 The page distinguishes between current countries (which may or may not still have monarchies) and defunct countries (where both the country and monarchy no longer exist)\n\n\u2022 Fictional monarchs are included as a separate category, with examples like those from Isaac Asimov's Galactic Empire\n\n\u2022 The page references current pretenders - individuals who claim titles to thrones that no longer exist or are disputed""",50,26-50
153,3487,Which of the following best describes the current scholarly consensus on Leonardo's body of work?,All surviving works attributed to Leonardo have been definitively authenticated,"Only paintings are considered authentic Leonardo works, not drawings or manuscripts",Some attributions remain controversial and may never be definitively resolved,Most disputed works have been proven to be forgeries,C,without_facts,,1,1-5
154,1348,"Based on the information provided, what is the maximum number of additional World Heritage Sites Laos could potentially nominate in the immediate future?",1,2,4,6,B,with_facts,"""\u2022 Laos ratified the UNESCO World Heritage Convention on March 20, 1987, making it eligible to nominate sites for World Heritage status.\n\n\u2022 As of 2025, Laos has four UNESCO World Heritage Sites: Luang Prabang (1995), Vat Phou (2001), Plain of Jars (2019), and Hin Nam No National Park (2025).\n\n\u2022 Three of Laos's World Heritage Sites are designated as cultural heritage sites, while one (Hin Nam No National Park) is designated as natural heritage.\n\n\u2022 Luang Prabang was the first site in Laos to receive World Heritage status when it was listed in 1995.\n\n\u2022 Hin Nam No National Park is the most recently added site, having been inscribed in 2025.\n\n\u2022 Laos maintains a tentative list of two additional properties that may be considered for future World Heritage nomination.\n\n\u2022 Sites must first be placed on a country's tentative list before they can be formally nominated for World Heritage status.""",500,351-600
155,2032,What represents the primary technological advancement of modern spectroscopes compared to early designs?,The ability to measure gamma rays and X-rays instead of just visible light,"The use of diffraction gratings, movable slits, and computer-controlled photodetectors",The capability to heat materials to incandescence for emission analysis,The integration of telescopes for astronomical observations,B,without_facts,,10,6-25
156,3270,"Which country has maintained one of the strictest bans on communist symbols since 1966, with potential penalties of up to 20 years imprisonment for high treason?",Ukraine,Indonesia,Czech Republic,Germany,B,with_facts,"""\u2022 **Communist symbols have been banned primarily in former Eastern Bloc countries** as part of broader decommunization efforts following the Cold War, with bans mostly implemented in post-Soviet states and former communist nations.\n\n\u2022 **Indonesia has maintained one of the strictest bans since 1966**, prohibiting communism/Marxism-Leninism following the 30 September Movement, with displaying communist symbols for propaganda purposes punishable by up to 20 years imprisonment for high treason.\n\n\u2022 **Ukraine banned both communist and Nazi symbols in April 2015** following the Revolution of Dignity and start of the war with Russia, with all communist parties officially banned by December 2015 and singing Soviet anthems punishable by up to five years in prison.\n\n\u2022 **The Czech Republic recently criminalized communist promotion in 2025**, when President Petr Pavel signed a law equating communist ideology with Nazi propaganda, imposing 1-5 years imprisonment with exceptions for educational, scientific, or artistic uses.\n\n\u2022 **Germany maintains selective bans**, prohibiting the flag and emblem of the defunct Communist Party of Germany (KPD) under criminal code section 86a, while allowing the hammer and sickle symbol for contemporary parties like the German Communist Party (DKP).\n\n\u2022 **Enforcement varies significantly between countries**, with some nations like Georgia rarely enforcing their 2011 ban on Soviet symbols in public spaces, while others like Indonesia actively arrest tourists for unknowingly displaying communist symbols.\n\n\u2022 **The bans often extend beyond symbols to ideology**, with several countries prohibiting the propagation of communism in any form, and some creating de facto restrictions on broader leftist philosophies despite not explicitly banning them.""",1,1-5
157,3864,How does Rand Paul's Southern Kentucky Lions Eye Clinic reflect his approach to healthcare?,It demonstrates his focus on profitable medical practice,It shows his commitment to providing medical care regardless of patients' ability to pay,It was created primarily as a political campaign tool,It represents his opposition to government healthcare programs only,B,without_facts,,750,601-1000
158,2865,How many biblical names starting with 'U' are cataloged on this Wikipedia page?,19,23,27,31,B,with_facts,"""\u2022 This Wikipedia page catalogs biblical proper names beginning with the letter \""U\"" in English transcription, including both place names (toponyms) and personal names.\n\n\u2022 The list contains 23 biblical names starting with \""U\"", ranging from Ucal to Uzziah.\n\n\u2022 Some notable names include Ur (a significant biblical city), Uriah (a biblical figure), Uriel (an archangel name), and Uzziah (a king of Judah).\n\n\u2022 The page indicates that etymological meanings are provided for some names, though specific meanings are not detailed in this excerpt.\n\n\u2022 The article references five scholarly sources for further information, including works by Joan Comay, Herbert Lockyer, and Nancy M. Tischler published between 1958-2006.\n\n\u2022 This page is part of a larger alphabetical system covering biblical names from A through Z, with cross-references to more specialized lists organized by categories like gender, testament, and subject type.\n\n\u2022 The list includes both well-known biblical names (like Ur and Uriel) and more obscure ones (like Ucal and Upharsin).""",200,101-200
159,2464,What is the Unicode value for the lowercase version of Ó?,U+00D3,U+00F3,U+00E3,U+00C3,B,without_facts,,100,51-100
160,5026,The Tendaguru Formation in Tanzania shows strong biogeographical similarities to formations in which other regions?,Only the Morrison Formation in the United States,The Karoo Basin in South Africa and Patagonia in Argentina,The Morrison Formation in the United States and Lourinha Formation in Portugal,Only formations found in northern Africa,C,with_facts,"""\u2022 Africa has a rich fossil record of non-avian dinosaurs, particularly from the Triassic and Early Jurassic periods, including species like Megapnosaurus, Massospondylus, and Heterodontosaurus.\n\n\u2022 The Late Jurassic Tendaguru Formation in Tanzania's Lindi Region contains spectacular dinosaur fossils, including Giraffatitan, Kentrosaurus, and Elaphrosaurus, showing strong similarities to the Morrison Formation in the United States.\n\n\u2022 Early Cretaceous African dinosaurs are known primarily from northern Africa, especially Niger, and include notable species like Spinosaurus, Suchomimus, and Nigersaurus.\n\n\u2022 Africa's separation from South America during the Early Cretaceous period, which formed the South Atlantic Ocean, was crucial for African dinosaur evolution as it led to the development of endemic species due to geographic isolation.\n\n\u2022 Late Cretaceous North Africa hosted a rich dinosaur fauna including famous predators like Spinosaurus, Carcharodontosaurus, and large sauropods like Paralititan.\n\n\u2022 The biogeographical similarities between African Tendaguru Formation fossils and those from the Morrison Formation (US) and Lourinha Formation (Portugal) have important implications for understanding dinosaur distribution and continental drift.\n\n\u2022 Many African dinosaur genera have complex taxonomic histories, with several species being potential synonyms of others, particularly multiple species that may actually belong to Massospondylus.\n\n\u2022 Nyasasaurus parringtoni, described in 2013, has been proposed as potentially the oldest known dinosaur dating to the Anisian period, though both its age and classification remain disputed.""",25,6-25
161,2655,What is the primary reason text retrieval is considered a critical area of study?,It enables processing of chemical representations in molecular biology,It forms the fundamental basis of all internet search engines,It allows for exact substring matching in documents,It provides user interfaces for database access,B,without_facts,,5,1-5
162,648,What shift has occurred in recent research regarding Bayes' theorem in legal contexts?,Focus has moved from DNA evidence to fingerprint analysis,Emphasis has shifted from theoretical debates to empirical studies of jury instruction effectiveness,Research has concentrated on developing new mathematical formulations,Studies now focus exclusively on appellate court applications,B,with_facts,"""\u2022 Bayes' theorem compares the probability of finding particular evidence if the accused were guilty versus if they were not guilty, such as finding a person's hair at a crime scene.\n\n\u2022 The theorem provides a way to update the probability that a proposition is true by multiplying prior odds by a \""likelihood ratio\"" based on new evidence.\n\n\u2022 Evidence scholars use Bayes' theorem either to study the value of rules of evidence or to help determine facts at trial, making evidence analysis interdisciplinary with insights from psychology, economics, and probability theory.\n\n\u2022 Bayesian skeptics object to using Bayes' theorem in litigation due to concerns about jury confusion, computational complexity, and whether probability theory is appropriate for adjudicating rights.\n\n\u2022 Bayesian enthusiasts argue the theorem is valuable for studying evidence rules and modeling relevance, and is practical for limited circumstances like integrating genetic match evidence.\n\n\u2022 The likelihood ratio is calculated by comparing the odds that evidence would be found if the defendant was the source versus if the defendant was not the source.\n\n\u2022 Recent focus has shifted to empirical studies of whether jury instructions on Bayes' theorem improve jury accuracy, as the theoretical debate has become somewhat stagnant.\n\n\u2022 R v Adams is a famous court case that applied Bayes' theorem with DNA evidence, demonstrating real-world legal application of the principle.""",750,601-1000
163,1285,What caused USS Apogon to return to port early during one of her war patrols in 1944?,Engine failure during a deep dive,Damage from being rammed by a Japanese freighter,Torpedo malfunction during combat,Navigation equipment failure in rough seas,B,without_facts,,150,101-200
164,5490,"According to Shannon's axioms for information content, what happens to the information value as an event becomes more probable?",Information content increases as probability increases,Information content decreases as probability increases,Information content remains constant regardless of probability,Information content first increases then decreases with probability,B,with_facts,"""\u2022 Information content (also called self-information, surprisal, or Shannon information) is a fundamental quantity in information theory that measures the \""surprise\"" level of a particular event based on its probability of occurrence.\n\n\u2022 The information content is mathematically defined as the negative logarithm of an event's probability: I(x) = -log_b(P), where P is the probability of event x and b is the base of the logarithm.\n\n\u2022 Shannon's definition follows three key axioms: events with 100% probability yield no information, less probable events provide more information, and information from independent events can be summed together.\n\n\u2022 Different logarithmic bases correspond to different units of measurement: base 2 gives bits (shannons), base e gives natural units (nats), and base 10 gives hartleys.\n\n\u2022 Information content is closely related to entropy, which represents the expected value (average) of self-information across all possible outcomes of a random variable.\n\n\u2022 The concept has practical applications in optimal source coding, where it determines the minimum message length needed to transmit information about an event.\n\n\u2022 Information content provides an alternative way to express probability that offers particular mathematical advantages in information theory contexts, similar to how odds or log-odds relate to probability.\n\n\u2022 The term \""perplexity\"" is used in language modeling as a related concept to quantify uncertainty in sets of possible events.""",50,26-50
165,208,"According to Fraser MacDonald, what broader cultural function did Cold War playground equipment serve?",It promoted international cooperation between nations,It made nuclear weapons intelligible in a domestic context,It encouraged children to pursue careers in engineering,It preserved historical artifacts for future generations,B,without_facts,,100,51-100
