"hit_id","article_topic","article_text_truncated","option_1","option_2","option_3","option_4","correct_option_position","distractor_1","distractor_1_rank_distance","distractor_2","distractor_2_rank_distance","distractor_3","distractor_3_rank_distance","topic_distance_from_base"
"204","Antibiotic","• **Antibiotics are antimicrobial substances that specifically target bacteria** - they either kill bacteria or inhibit their growth, but are not effective against viruses or fungi. • **The term 'antibiotic' literally means 'opposing life'** - derived from Greek roots 'anti' (against) and 'bios' (life), and was first used in its modern sense by Selman Waksman in 1942. • **Antibiotics have ancient origins but revolutionized modern medicine** - moldy bread was used medicinally in ancient civilizations, but Alexander Fleming's discovery of penicillin in 1928 transformed 20th-century healthcare. • **Paul Ehrlich pioneered synthetic antibiotic development in Germany in the late 1880s** - leading to the first systemically active antibacterial drug, Prontosil, developed by Gerhard Domagk's team in 1932-1933. • **Antibiotic resistance (AMR) is a critical global health threat** - caused by overuse and misuse of antibiotics, AMR was responsible for 1.27 million deaths in 2019 and is associated with nearly 5 million deaths annually worldwide. • **Antibiotics are used for both treatment and prevention** - they treat bacterial and some protozoan infections, and are given preventively to high-risk populations such as immunocompromised patients and those undergoing surgery. • **Treatment approaches vary based on pathogen identification** - empiric therapy uses broad-spectrum antibiotics when the pathogen is unknown, while definitive therapy uses narrow-spectrum antibiotics once the specific microorganism is identified.","Crayfishing in Sweden","Mitochondrial DNA depletion syndrome","Mexican howler","Antibiotic","4","Mitochondrial DNA depletion syndrome","119","Crayfishing in Sweden","135","Mexican howler","115","573"
"205","Factor VIII","Here are the key facts about Factor VIII: • Factor VIII is an essential blood clotting protein encoded by the F8 gene, located on the X chromosome • Defects in the Factor VIII gene cause hemophilia A, an inherited bleeding disorder • The protein is produced in liver sinusoidal cells and endothelial cells, and normally circulates in an inactive form bound to von Willebrand factor • When blood vessels are injured, Factor VIII becomes activated and interacts with Factor IX to initiate a cascade of chemical reactions that form blood clots • The Factor VIII protein consists of six domains (A1-A2-B-A3-C1-C2) and has a half-life of 12 hours in the bloodstream • High levels of Factor VIII can increase the risk of deep vein thrombosis and pulmonary embolism • Factor VIII is available as a medication and is on the WHO Model List of Essential Medicines • In the 1980s, some Factor VIII products were contaminated with HIV, leading to a significant medical scandal • Recombinant Factor VIII products were developed in the early 1990s to prevent disease transmission during replacement therapy • The protein was first discovered in 1937 but was not molecularly identified until 1979","Phelsuma grandis","Schmidt sting pain index","Thymosin beta-4","Factor VIII","4","Schmidt sting pain index","193","Thymosin beta-4","132","Phelsuma grandis","226","314"
"206","Coxsackie A virus","Here are the key facts about Coxsackie A virus: • Coxsackie A virus is a small, non-enveloped RNA virus belonging to the enterovirus group within the Picornaviridae family • The virus primarily causes hand, foot, and mouth disease (HFMD), which most commonly affects children under 5 years old • Typical symptoms include fever, flu-like symptoms, mouth sores (herpangina), and skin rashes, particularly on hands, feet, and mouth • Transmission is most common in children, with outbreaks frequently occurring in daycares and summer camps, especially in early autumn • Most infections are mild or asymptomatic, but severe cases can lead to complications like dehydration, seizures, or inflammatory brain conditions • The virus has an icosahedral capsid with specific viral proteins that enable cell entry and trigger immune responses • Multiple strains exist (e.g., A2, A4, A5, A10, A16, A24), with some strains associated with specific diseases like acute hemorrhagic conjunctivitis • Natural recombination is frequent in the virus's evolution, with strains showing genetic relationships across different geographic regions • In rare cases, the virus can cause serious pregnancy complications, particularly if contracted in the third trimester • Diagnosis typically involves examining symptoms, patient age, and may include sample testing from mouth sores, skin blisters, or stool","Coxsackie A virus","Lifestyle causes of type 2 diabetes","Naive T cell","Immunoglobulin D","1","Immunoglobulin D","214","Naive T cell","109","Lifestyle causes of type 2 diabetes","115","149"
"207","MMAB","• The PUMA (Programmable Universal Machine for Assembly/Manipulation Arm) is an industrial robotic arm developed by Victor Scheinman at Unimation, initially for General Motors. • The design was based on earlier work Scheinman created at Stanford University under mentorship from robot inventor George Devol. • The PUMA was manufactured by multiple companies over time: Unimation (original), Westinghouse (ca. 1980), Stäubli (1988), and Nokia Robotics produced about 1,500 units during the 1980s. • Three main series were produced: the 200 series (smaller desktop unit), 500 series (nearly 2-meter reach, most popular), and 700 series (largest, for assembly line work). • The 200 series achieved a medical milestone by performing the first robotic stereotactic brain biopsy in 1985. • The system consists of two main components - a mechanical arm and control system - connected by multi-conductor cables carrying power and position feedback data. • The control computer uses LSI-11 architecture (similar to PDP11 computers) with ROM-based boot programs and operating systems loaded via serial port from floppy disks. • General Motors donated the original prototype PUMA robot to the Smithsonian Institution's National Museum of American History in 2002.","History of penicillin","Gary Ruvkun","Grey box model","MMAB","4","Grey box model","101","History of penicillin","102","Gary Ruvkun","100","883"
"208","Primary and secondary brain injury","• **Primary brain injury occurs immediately during trauma** and involves direct physical damage including contusion, blood vessel damage, and axonal shearing where neuron axons are stretched and torn. • **Secondary brain injury develops gradually over hours and days** following the initial trauma through various cellular processes and metabolic cascades, often causing deterioration in patients who initially seemed stable. • **About 40% of TBI patients deteriorate after hospitalization**, unlike most other trauma patients who typically improve, and many brain trauma deaths occur days to weeks after the initial injury rather than immediately. • **Secondary injury complications include ischemia, cerebral hypoxia, hypotension, cerebral edema, and raised intracranial pressure**, which can lead to deadly brain herniation if pressure becomes too high. • **Excitotoxicity is a key secondary injury mechanism** where imbalances in neurotransmitters cause overactivation of brain cell receptors, leading to cell damage from free radicals and potential neurodegeneration. • **Primary injury is largely irreversible since it occurs instantly**, but secondary injury can potentially be prevented or treated since it develops over time, making it the main target for therapeutic interventions. • **Prevention and treatment focus on secondary injury** by addressing complications like oxygen deficiency and developing drug therapies that target multiple mechanisms involved in the secondary damage process. • **These injury classifications apply beyond TBI** to other conditions including spinal cord injury and stroke, where similar primary and secondary injury processes occur.","Leiomyoma","Fluorescence imaging","Primary and secondary brain injury","Human coronavirus OC43","3","Fluorescence imaging","152","Human coronavirus OC43","176","Leiomyoma","170","410"
"209","Acute motor axonal neuropathy","Here are the key facts about Acute Motor Axonal Neuropathy (AMAN): • AMAN is a variant of Guillain–Barré syndrome characterized by acute paralysis and loss of reflexes without sensory loss • The disease involves antibody-mediated attacks on motor nerves and nodes of Ranvier, causing motor axonal degeneration • Campylobacter jejuni and Zika virus have been linked as potential triggers of the condition • Typical symptoms include progressive flaccid symmetric paralysis, areflexia, and potential respiratory failure • Electromyographic studies show normal motor conduction velocity but decreased amplitude of muscle action potentials • The condition is a noninflammatory axonopathy that does not cause demyelination or affect sensory neurons • Most patients experience complete symptom resolution with 5-day intravenous immunoglobulin (IV Ig) treatment • First described in 1991 during an epidemic in northern China, primarily affecting children during summer months • Patients can continue to see improvements in ambulation and functional ability up to four years after diagnosis • Also known as 'Chinese Paralytic Syndrome', the condition was initially studied by neurologists from Johns Hopkins University and University of Pennsylvania","Mycetoma","Marker-assisted selection","Glycan","Acute motor axonal neuropathy","4","Mycetoma","161","Glycan","213","Marker-assisted selection","138","109"
"210","Phenylacetic acid","Here are the key facts about Phenylacetic acid: • Chemical Composition: An organic compound containing a phenyl functional group and a carboxylic acid functional group, appearing as a white solid with a strong honey-like odor • Natural Occurrence: - A catabolite of phenylalanine - Found as an active but weak auxin (plant hormone) in fruits - Naturally produced by the metapleural gland of most ant species as an antimicrobial agent • Metabolic Role: Produced in humans through the oxidation of phenethylamine by monoamine oxidase and aldehyde dehydrogenase enzymes • Chemical Reactions: Can undergo ketonic decarboxylation to form ketones and can be condensed with other acids to form compounds like phenylacetone • Practical Applications: - Used in perfume production due to its honey-like scent - Important in pharmaceutical manufacturing (penicillin G, diclofenac) - Used to treat type II hyperammonemia by helping reduce blood ammonia levels • Pharmaceutical Uses: Component or precursor in several drugs, including camylofin, bendazol, phenacemide, and cyclopentolate • Regulatory Status: Controlled in countries like the United States and China due to potential use in illicit drug production (specifically methamphetamine)","Phenylacetic acid","Oligoclonal band","Cricket paralysis virus","PiggyBac transposon system","1","Oligoclonal band","204","Cricket paralysis virus","176","PiggyBac transposon system","127","171"
"211","David Relman","Here are the key facts about David Relman: • Prominent microbiologist and professor at Stanford University School of Medicine, holding the Thomas C. and Joan M. Merigan Professor title in Medicine and Microbiology & Immunology • Pioneered molecular methods for studying the human microbiome, identifying previously unknown microbial pathogens like those causing bacillary angiomatosis and Whipple's disease • Highly accomplished academic with extensive credentials, including medical degree from Harvard Medical School (magna cum laude) and undergraduate degree from MIT • Elected to multiple prestigious scientific organizations, including the National Academy of Medicine, American Academy of Arts & Sciences, and American Academy of Microbiology • Received significant research awards from the National Institutes of Health, including the Pioneer Award (2006) and Transformative Research Award (2013) • Served in numerous leadership roles, including president of the Infectious Diseases Society of America and chair of the Forum on Microbial Threats at the National Academy of Medicine • Contributed to high-profile scientific investigations, including a 2019-2020 study on unexplained health symptoms among U.S. diplomats and calling for transparent research into COVID-19 origins • Currently serves on multiple scientific advisory boards, including the Intelligence Community Studies Board and the Defense Science Board • Son of Arnold 'Bud' Relman, longtime editor of the New England Journal of Medicine","MACF1","Exogamy","Golden rice","David Relman","4","Exogamy","240","Golden rice","177","MACF1","223","205"
"212","Structural similarity index measure","Here are the key facts about the Structural Similarity Index Measure (SSIM): • SSIM is a method for predicting the perceived quality of digital images and videos, using a full reference metric that compares an image to an original, uncompressed reference image • Unlike traditional metrics like Mean Squared Error (MSE), SSIM is perception-based and considers image degradation as a change in structural information, taking into account luminance and contrast masking • The method was developed by Zhou Wang, Alan Bovik, Hamid Sheikh, and Eero Simoncelli, first published in IEEE Transactions on Image Processing in 2004 • SSIM calculates similarity by comparing luminance, contrast, and structure across image windows, producing a decimal value between -1 and 1 (where 1 indicates perfect similarity) • The original SSIM paper has been highly influential, being cited over 50,000 times and receiving multiple awards, including a Primetime Engineering Emmy Award in 2015 • SSIM is typically applied to luma (brightness) values, using a sliding Gaussian window of 11x11 or block window of 8x8 pixels to create a quality map of the image • Advanced variants include Multi-scale SSIM (MS-SSIM), which processes images at multiple scales, and has been shown to perform equally well or better than the original method • While SSIM is not a true distance function, it can be converted to a normalized root Mean Squared Error measure under certain conditions","2006 North American E. coli outbreak in spinach","Structural similarity index measure","2024 in Philippine television","Campylobacter rectus","2","2024 in Philippine television","231","2006 North American E. coli outbreak in spinach","148","Campylobacter rectus","154","621"
"213","Micronutrient deficiency","• Micronutrient deficiency is the sustained insufficient supply of essential vitamins and minerals needed for growth, development, and optimal health, often caused by inadequate dietary intake, poor absorption, chronic illness, or elevated requirements. • Over 2 billion people worldwide are affected by micronutrient deficiencies, with recent studies estimating 372 million children under 5 years and 1.2 billion non-pregnant women of reproductive age have one or more deficiencies, particularly in Asia and sub-Saharan Africa. • The most commonly deficient micronutrients include iodine, iron, zinc, calcium, selenium, fluorine, and vitamins A, B6, B12, B9 (folate), and D, with significant variations between countries and populations. • Women of reproductive age, children, adolescents, and elderly populations are at highest risk due to increased demands, reduced absorption, or poorer diets, while vegans may also face deficiencies without proper supplementation. • Micronutrient deficiencies contribute to 10% of all children's deaths and cause impaired growth, neurodevelopment issues, perinatal complications, and increased morbidity and mortality risks. • Early childhood deficiencies lead to stunted growth and impaired cognitive development, which can result in reduced work capacity, productivity, and overall well-being in adulthood. • Deficiencies can be caused by long-term shortages of nutritious food, infections like intestinal worms, or illnesses that cause rapid nutrient loss through diarrhea or vomiting. • Effective interventions include food fortification, supplementation, and treatment of underlying infections, which can improve cognitive development, increase child survival, and reduce low birth weight prevalence.","List of designer drugs","Cabotegravir/rilpivirine","Pepsis grossa","Micronutrient deficiency","4","Cabotegravir/rilpivirine","237","Pepsis grossa","203","List of designer drugs","103","586"
"214","Muscarinic acetylcholine receptor M2","• The M2 muscarinic acetylcholine receptor is encoded by the CHRM2 gene in humans and is Gi-coupled, which reduces intracellular cAMP levels. • In the heart, M2 receptors slow heart rate by reducing the speed of depolarization, decrease atrial muscle contractile forces, and reduce conduction velocity of the AV node. • M2 receptors are the predominant type in airway smooth muscle, where they inhibit β-adrenergic mediated relaxation and work synergistically with M3 receptors to control airway constriction. • The receptor operates through a Gi-type mechanism that decreases cellular cAMP and modulates potassium channels, particularly in cardiac pacemaker cells where it causes membrane hyperpolarization. • M2 receptors appear to generally function as autoreceptors and are involved in mediating olfactory-guided behaviors such as odor discrimination, aggression, and mating. • Some studies have suggested an association between the CHRM2 gene and intelligence, though larger replication studies have failed to confirm this relationship. • Few highly selective M2 agonists are currently available, but numerous selective antagonists exist, including methoctramine, AFDX-384, and various clinical drugs like atropine and ipratropium.","Hyperekplexia","Catarrh","Muscarinic acetylcholine receptor M2","Potto","3","Potto","101","Hyperekplexia","172","Catarrh","231","298"
"215","Surface plasmon resonance","Here are the key facts about Surface Plasmon Resonance (SPR): • Surface plasmon resonance is a phenomenon where electrons in a thin metal sheet become excited by light at a specific angle of incidence, causing electrons to travel parallel to the sheet • SPR is extremely sensitive to changes in the refractive index, making it a powerful technique for detecting specific substances (analytes) and developing biosensors • The surface plasmon polariton is a non-radiative electromagnetic surface wave that propagates along the boundary between a conductor and an external medium (like air or water) • Typical metals that support surface plasmons include silver, gold, copper, titanium, and chromium • There are two main configurations for exciting surface plasmon waves: the Otto configuration and the Kretschmann configuration, with the latter being more commonly used in practical applications • Surface plasmons can enhance the sensitivity of various spectroscopic measurements, including fluorescence, Raman scattering, and second-harmonic generation • SPR can detect molecular adsorption of substances like polymers, DNA, and proteins, with angle changes as small as 0.1° during thin film adsorption • Localized surface plasmon resonances (LSPRs) in metallic nanoparticles can create enhanced near-field amplitudes and provide high spatial resolution • Detectors in SPR instruments typically convert reflected light photons into electrical signals using devices like position sensing detectors (PSD) or charged-coupled devices (CCD)","Bee shrimp","Sarcopenic obesity","Batrachochytrium dendrobatidis","Surface plasmon resonance","4","Batrachochytrium dendrobatidis","204","Bee shrimp","243","Sarcopenic obesity","170","362"
"216","Bacon","• Bacon is salt-cured pork made from various cuts, typically the belly or back, and is eaten as a side dish, main ingredient, or flavoring agent. • The word 'bacon' derives from the Proto-Germanic '*bakkon,' meaning 'back meat.' • Bacon is cured through wet curing (injecting or soaking in brine) or dry curing (rubbing with salt), often with added nitrites or nitrates to speed curing and stabilize color. • Cured bacon may be dried for weeks or months, smoked using various woods, or boiled, with smoking processes taking up to eighteen hours depending on desired flavor intensity. • Bacon differs from ham and salt pork: ham comes from the hind portion with sweeter brine, while salt pork is never smoked and has much higher salt content. • Alternative bacon products exist made from beef, lamb, chicken, turkey, and even vegetarian options like soy bacon, often used in areas where pork consumption is prohibited for religious reasons. • Regular bacon consumption is associated with increased mortality and other health concerns. • Different countries prefer different cuts: Australia and New Zealand favor 'middle bacon,' Canada uses side bacon and back bacon varieties, while Great Britain and Ireland primarily consume back bacon.","Soybean","Paleocene–Eocene Thermal Maximum","Taenia coli","Bacon","4","Soybean","105","Paleocene–Eocene Thermal Maximum","114","Taenia coli","119","847"
"217","Diplolepis rosae","Here are the key facts about Diplolepis rosae: • Diplolepis rosae is a gall wasp that creates distinctive 'rose bedeguar' or 'robin's pincushion' galls primarily on field rose and dog rose shrubs • The female wasp lays up to 60 eggs in a leaf bud, which stimulates the plant to create a complex gall structure that serves as both habitat and food source for the developing larvae • The gall is characterized by a dense mass of sticky, branched filaments that change color from green to pink, crimson, and reddish-brown, potentially growing up to 10 cm wide • The species is almost entirely parthenogenetic, with fewer than 1% of wasps being male, potentially due to an endosymbiotic Wolbachia bacteria • Larvae develop within the gall, overwintering as prepupae and emerging as adult wasps between May and August • The gall serves as a complex ecosystem, hosting various inquiline insects, parasitoids, and hyperparasitoids that interact within its structure • The female wasp is about 4 mm long with yellow-red and black coloration, while males are smaller and entirely black • The gall's lifecycle involves the larva stimulating the plant to create specialized nutritive cells, which it continuously feeds on while growing","Kultarr","Agonistic behaviour","Diplolepis rosae","Carmine","3","Agonistic behaviour","127","Carmine","136","Kultarr","156","762"
"218","External memory algorithm","Here are the key facts about External Memory Algorithms: • External memory algorithms are designed to process data sets that are too large to fit into a computer's main memory at once, requiring efficient data retrieval from slow bulk memory like hard drives or network storage • The external memory model, introduced by Alok Aggarwal and Jeffrey Vitter in 1988, is an abstract computational model that analyzes algorithms based on the number of memory read and write operations • In this model, data is transferred in blocks, and the algorithm's performance is measured by the number of input/output operations between internal and external memory • B-trees are particularly effective in the external memory model, allowing search, insertion, and deletion operations in optimal time complexity • External sorting can be achieved through distribution sort or merge sort, with both methods achieving asymptotically optimal runtime • The model is especially useful for analyzing algorithms working with large datasets, such as geographic information systems with gigabytes or terabytes of data • The methodology extends beyond traditional CPUs, including applications in GPU computing and digital signal processing • The concept of 'out-of-core' algorithms dates back to at least 1962, initially referring to memory devices outside of core memory in IBM systems","External memory algorithm","List of subranges of the Appalachian Mountains","Jungle style","List of mesons","1","Jungle style","233","List of subranges of the Appalachian Mountains","183","List of mesons","192","651"
"219","Iris flower data set","• The Iris flower data set was made famous by British statistician Ronald Fisher in his 1936 paper as an example of linear discriminant analysis, though the data was originally collected by Edgar Anderson. • The dataset contains 150 records total: 50 samples from each of three Iris species (Iris setosa, Iris virginica, and Iris versicolor). • Four features were measured from each flower sample: sepal length, sepal width, petal length, and petal width (all in centimeters). • Fisher developed a linear discriminant model based on these four features to distinguish between the three species. • The dataset became a standard test case for many statistical classification techniques in machine learning, including support vector machines. • For clustering analysis, the data only contains two natural clusters - one with Iris setosa alone, and another containing both Iris virginica and Iris versicolor mixed together. • The dataset serves as a good example to illustrate the difference between supervised learning (where species labels are known) and unsupervised learning techniques. • It is widely used as a beginner's dataset for machine learning and is included by default in both R and Python's scikit-learn library for easy access.","Likelihood function","Dextrin","X-ray crystallography","Iris flower data set","4","Likelihood function","180","X-ray crystallography","242","Dextrin","148","610"
"220","Convoy PQ 8","Here are the key facts about Convoy PQ 8: • Convoy PQ 8 was an Arctic convoy that traveled from Iceland to Murmansk between 8-17 January 1942, part of the Western Allies' efforts to aid the Soviet Union during World War II • The convoy had to turn south during its journey to avoid ice, and experienced calm weather with exceptional visibility • The Germans had assembled their first U-boat wolfpack in the Arctic specifically to target this convoy • On 17 January, U-boat U-454 attacked the convoy, damaging the merchant ship SS Harmatris and sinking the destroyer HMS Matabele, with almost all of the Matabele's crew lost • The rest of the convoy successfully reached Murmansk on 17 January, with the damaged Harmatris being towed into harbor on 20 January • The Harmatris was stranded in Russia due to winter weather, lack of repair labor, frequent Luftwaffe air attacks on Murmansk, and the cessation of convoys after the PQ 17 disaster • The convoy was part of the broader Lend-Lease program, through which the UK and US committed to sending military equipment, supplies, and raw materials to the Soviet Union • These Arctic convoys were extremely challenging, taking place in some of the world's stormiest waters, with complex maritime conditions that made naval operations difficult","Battle of Enerhodar","Lüneburg-class replenishment ship","Type XVII submarine","Convoy PQ 8","4","Type XVII submarine","225","Battle of Enerhodar","249","Lüneburg-class replenishment ship","152","150"
"221","List of Amanita species","• **Amanita is a large genus containing over 500 named species and varieties** of agaric mushrooms distributed worldwide • **The genus includes both highly toxic and edible species**, with notable deadly varieties like Amanita bisporigera (destroying angel) and Amanita exitialis (Guangzhou destroying angel) in the Phalloideae section • **Amanita muscaria (fly agaric) is the type species of the entire genus** and has a cosmopolitan distribution, making it one of the most recognizable mushrooms globally • **The genus is organized into subgenera and sections based on taxonomic relationships**, with major subgenera including Amanita and Amanitina, each containing multiple sections • **Species are distributed across all continents**, with notable concentrations in Europe, North America, Asia, and some species found in South America, Africa, Australia, and New Zealand • **Many species have distinctive common names reflecting their characteristics**, such as 'destroying angel,' 'death cap,' 'grisette,' and 'Caesar's mushroom' • **The Section Caesareae contains several prized edible species**, including Amanita caesarea (Caesar's mushroom) from southern Europe and Amanita jacksonii (American Caesar) from eastern North America • **Some species are known for specific chemical compounds**, such as Amanita ibotengutake which is noted for containing ibotenic acid","Lipoarabinomannan","Streptococcus anginosus","List of Amanita species","Gigantopelta chessoia","3","Gigantopelta chessoia","118","Streptococcus anginosus","178","Lipoarabinomannan","197","266"
"222","Gonadal dysgenesis","Here are the key facts about Gonadal dysgenesis: • Gonadal dysgenesis is a congenital developmental disorder of the reproductive system characterized by progressive loss of primordial germ cells during embryonic development • The condition results in the formation of non-functional 'streak gonads' instead of normal reproductive tissue, leading to hormonal failure, sexual infantilism, and infertility • Gonadal development is primarily controlled genetically by chromosomal sex (XX or XY), which directs the formation of ovaries or testicles • There are multiple types of gonadal dysgenesis, including: - 46,XX gonadal dysgenesis - 46,XY gonadal dysgenesis - Mixed gonadal dysgenesis • In 46,XX gonadal dysgenesis, individuals have streak ovaries unable to produce estrogen, resulting in no puberty or secondary sex characteristics • In 46,XY gonadal dysgenesis, mutations in genes like SRY, SOX9, and others can disrupt testis development, leading to undermasculinization and atypical genital development • The condition can be caused by genetic mutations, chromosomal abnormalities, and disruptions in the complex genetic signaling cascade that controls gonadal development • Manifestations of gonadal dysgenesis vary depending on the specific underlying cause and severity of the genetic disruption • Individuals with gonadal dysgenesis typically do not undergo normal puberty and require hormonal intervention to develop secondary sex characteristics","Claes Wahlestedt","Proportionality (mathematics)","Gonadal dysgenesis","HLA-B7","3","Claes Wahlestedt","139","HLA-B7","140","Proportionality (mathematics)","212","766"
"223","DICOMweb","Here are the key facts about DICOMweb: • DICOMweb is a family of RESTful DICOM services designed for sending, retrieving, and querying medical images and related information • The standard aims to provide a lightweight, mobile and web browser-friendly mechanism for accessing medical imaging data using modern web technologies like HTTP, JSON, and standard media types • The primary services in the DICOMweb family are: - WADO-RS (retrieval of DICOM files and metadata) - STOW-RS (storage/sending of DICOM files) - QIDO-RS (querying collections of DICOM objects) • A key feature of DICOMweb is the ability to retrieve entire studies and series in a single request, rather than requiring multiple individual instance requests • The services are formally defined in DICOM PS3.18 Web Services and are distinguished by the '-RS' suffix indicating their RESTful nature • DICOMweb evolved from earlier web service approaches like WADO-URI (using URL parameters) and WADO-WS (SOAP-based services) • The standard is designed to be implementable by developers with minimal familiarity with the complex DICOM standard • Notable server implementations include DCM4CHEE Archive, Orthanc, and OsiriX • Client implementations include OHIF Viewer, Weasis, and OsiriX Viewer","Jet (particle physics)","Count–min sketch","DICOMweb","ZC45 and ZXC21","3","ZC45 and ZXC21","209","Jet (particle physics)","211","Count–min sketch","132","146"
"224","Polycythemia vera","• Polycythemia vera (PV) is an uncommon blood cancer where the bone marrow produces too many red blood cells, causing the blood to become thicker and more viscous. • The majority of cases (95%) are caused by mutations in the JAK2 gene, most commonly the V617F mutation that changes a single amino acid in the protein. • Common symptoms include itching (especially after warm water exposure), burning pain in hands or feet with skin discoloration (erythromelalgia), and increased risk of gouty arthritis. • Unlike secondary polycythemias, PV is associated with low levels of erythropoietin (EPO), as the mutated cells proliferate independently without needing this hormone. • If left untreated, PV can be fatal with a median survival of only 1.5-3 years, but with proper treatment, patients can live close to normal life expectancy (10-20 years median survival). • Primary treatment involves regular phlebotomy (blood removal) to reduce hematocrit levels below 45% for men and 42% for women, which decreases clotting risk and may improve cognitive function. • Additional treatments include medications like hydroxyurea, interferon therapy, and JAK2 inhibitors such as ruxolitinib, though some chemotherapies may increase the risk of transformation to acute leukemia. • Patients have an increased risk of serious complications including blood clots, Budd-Chiari syndrome (liver vein thrombosis), and peptic ulcers.","Hektoen enteric agar","Polycythemia vera","Jeffreys prior","Borrelia","2","Jeffreys prior","141","Borrelia","147","Hektoen enteric agar","117","297"
"225","Archaeoraptor","• **Archaeoraptor was a fossil forgery** - Published in National Geographic in 1999 as a supposed 'missing link' between birds and dinosaurs, but was actually constructed from rearranged pieces of real fossils from different species. • **Composite of multiple species** - Scientific analysis revealed the head and upper body belonged to the primitive bird *Yanornis*, the tail belonged to the small winged dinosaur *Microraptor*, and the legs/feet belonged to an unknown animal. • **Illegal fossil trade origins** - The fossil originated in 1997 when Chinese farmers illegally excavated and sold fossil pieces, which were then cemented together and smuggled to the United States, eventually purchased for $80,000. • **Published without peer review** - National Geographic published the fossil with an informal scientific name in a popular magazine rather than a peer-reviewed journal, drawing immediate criticism from the scientific community. • **Early signs of forgery detected** - Paleontologist Phil Currie noticed suspicious features during initial examination in March 1999, including perfectly mirrored feet and no visible connection between tail and body. • **Exposed the illegal fossil trade** - The scandal brought international attention to the problem of illegal fossil trafficking from China, where no fossils may legally leave the country. • **Vindicated evolutionary science** - Despite the forgery, the discovery of many genuine feathered dinosaurs has confirmed the evolutionary connection between birds and theropod dinosaurs. • **National Geographic investigation** - The magazine conducted an internal investigation and published the results in October 2000, concluding that virtually everyone involved had made mistakes in the process.","Atiyah–Singer index theorem","Vinegar syndrome","Archaeoraptor","Node graph architecture","3","Node graph architecture","143","Atiyah–Singer index theorem","185","Vinegar syndrome","181","332"
"226","Agriotherium","• Agriotherium is an extinct genus of bears that lived from the Late Miocene through Early Pleistocene (approximately 7.6 to 1.8 million years ago) across Eurasia and Africa. • A. africanum was exceptionally large, measuring around 2 meters (7 ft) in body length and weighing 317-750 kilograms (699-1,650 lb), making it among the largest known terrestrial carnivores. • The bears had distinctive physical features including longer legs, shorter faces, and wide jaws capable of generating enormous bite force compared to other bears. • Analysis indicates Agriotherium was an omnivore that ate significant plant material but also consumed animal matter, likely specializing in grazing, seasonal fruits, and scavenging meat from carcasses. • The bears lacked the physical adaptations for active hunting (insufficient limb strength and speed) or digging, suggesting they intimidated other predators to steal kills rather than hunt prey directly. • Agriotherium is the only known ursoid (bear-like carnivore) to have successfully colonized sub-Saharan Africa, with fossils found across Europe, India, Myanmar, China, and South Africa. • These bears coexisted with formidable predators including sabertooth cats like Amphimachairodus and Barbourofelis, requiring their large size to compete for resources in these dangerous environments.","Febrile seizure","Agriotherium","Gu (poison)","Atypical pneumonia","2","Febrile seizure","103","Gu (poison)","101","Atypical pneumonia","100","889"
"227","Darling 58","• The Darling 58 is a genetically engineered American chestnut tree created by SUNY ESF and The American Chestnut Foundation to restore American chestnuts to North American forests after they were decimated by chestnut blight in the late 19th century. • The tree survives chestnut blight attacks by incorporating an oxalate oxidase (OxO) gene from wheat that breaks down the oxalic acid produced by the blight fungus, allowing the trees to reach maturity and reproduce. • A major error was discovered in October 2023: field trials thought to be testing Darling 58 were actually using a different variant called Darling 54, which has the genetic modification inserted in a different location that may disrupt normal gene function. • The American Chestnut Foundation discontinued support for Darling 58 development in December 2023 due to poor performance results, likely caused by the mistaken use of Darling 54 in trials. • SUNY ESF continues development independently and plans to seek approval for Darling 54 instead, with an updated petition expected in Summer 2025. • Extensive testing showed that the genetic modification does not negatively affect bumblebees' survival, pollen use, or reproduction, and has little impact on the tree's photosynthetic or respiratory functions. • The resistance trait is heritable and passed down to offspring, though it doesn't prevent the blight fungus from completing its lifecycle on the trees. • Researchers submitted a deregulation petition to USDA in 2020 seeking approval to distribute seeds to the public, with multiple public comment periods held through 2022.","Clinical trials on glucosamine and chondroitin","Homeostatic model assessment","Cresomycin","Darling 58","4","Homeostatic model assessment","154","Clinical trials on glucosamine and chondroitin","213","Cresomycin","144","168"
"228","Sample-return mission","Here are the key facts about Sample-return missions: • A sample-return mission is a spacecraft mission designed to collect and return extraterrestrial samples to Earth for detailed scientific analysis • Samples can be collected from various celestial bodies, including the Moon, asteroids (Itokawa, Ryugu, Bennu), and comets (Wild 2) • Scientific laboratories on Earth have far more advanced analytical tools compared to spacecraft-based instruments, making sample return missions valuable for in-depth research • Sample-return missions help scientists understand the composition, geological history, and potential for life in the Solar System by providing direct material for study • The first successful sample-return mission was Apollo 11 in July 1969, which returned lunar surface material to Earth • Planetary protection protocols are crucial for sample-return missions, especially from locations that might harbor life, to prevent potential biological contamination • Current scientific focus includes investigating the building blocks of life on asteroids, comets, and Mars, and determining whether life might have originated in space • NASA has prioritized a Mars sample-return mission due to the planet's proximity and potential to have harbored past or present life • To date, samples have been returned from the Moon, asteroids, comets, and solar wind, with ongoing missions and plans for future sample collections","Sample-return mission","Brian K. Smith","Amaga (flatworm)","Amanita","1","Brian K. Smith","141","Amanita","243","Amaga (flatworm)","215","530"
